  00091.4982,    84.57342439,   00064.3745,     00081.150976,99.8561743
 064.8633,      32.170432,20.7624678,  0066.20241,    000094.69795
  0034.0463757,     10.8109936,    056.43954864,    0028.747, 0009.7847
     033.25036,   00087.71245,    000022.22696,97.541639, 55.17415618
 51.80165, 00062.16394, 4.27855097,    00082.035734,     00000091.769
    43.27777808,    017.47653,00074.27537,     3.17677744,   87.7076405
  016.639416, 33.34057,  00015.25225,  0097.927, 0022.1529548
     0046.060253,     00094.319669, 00031.6094,     00024.7651,     44.512411
  0000082.8054,  084.1520962,0038.8931,  83.7082932,052.32350465
  071.66569521,000022.547,     0035.0283, 089.0005, 0073.58419
      00076.72,     0034.825205,     0097.95535,0082.732031,   063.2646953
    57.74257,      083.5717,   0021.23324,     00072.473,     055.56502521
     2.74356967,      87.953663,      0005.425,   55.68176981,  000094.55152
     00000085.832,      04.799864,      76.61003652,000028.691,074.5967
     53.5906607,   00071.322397,    099.8924871,  52.1942416,   74.2082586
      00022.843,     000023.82342,    00012.695,    7.059194934,   0064.356
 42.53102309,   0093.9420814,     5.1179076,   042.26402,     76.332814
31.5321989,   0002.6264,      02.165013,   094.5278,   0092.20076
     079.1222,    71.77069324,  00024.0893,     000040.04214,  44.0201546
    0026.6551, 90.2088721,   98.6950211,     0065.877555, 00019.4063
     13.31454151,     81.715039,   031.54032,      11.91757716,     000087.3052
     01.244211,44.85445392, 000023.589,   0094.2288,      048.647113
  72.12584406,      0033.8303164,    0009.4485442,     00031.61334, 0099.5536
    75.959338,    91.0361259,   038.3631,   00000018.622,00060.749
0057.971204,    62.56693292,     58.79452253,  49.66709051,      090.66769
    15.3903009,0000043.1235,  0044.704,035.7931,    00041.775
    00004.06752,     20.913806,    66.725584,  013.01757382,     0035.048
 060.415575,0051.5530188,     35.40531883,    051.3790209,     000053.36887
   59.2360945,0077.142,    002.7565,86.829182,     0042.8912
    000012.3509,      22.8327573,    000022.4158,    092.4036799, 0094.9353
     0064.014417,    0096.8787052, 067.98964634,00085.39851,     0043.8698
      35.72731,86.5287625,62.702553,      0076.378,  4.87067217
   58.956839,039.40919,80.31591635,  00048.864919,   0000004.5845
    088.2632194,0000022.8756,0000097.969,050.19984,    2.272995185
    0000046.7768,   0057.849,    084.8890158, 030.1525,     035.925761
  012.72641,000041.62648,      047.5395066,   0048.30586,92.95981017
 00068.432,    0000082.665,      00097.359,    00047.158,    00031.74986
     079.6852, 00098.49344,   11.25379641,  017.04092,  00.810423
0049.66535,0000035.6064,     47.12899517,      00044.794461,    000004.79094
 00000030.121,    072.59060863,054.7312539,24.257531,  0095.894
   024.34315099,0023.92414,     70.85997001,   0000027.173,   92.131826
    8.023031063,      98.24384272,      00030.01458, 0014.9233436, 0031.4707671
   00000016.74,      0006.848805,  0077.39227,   86.8665948,47.44293768
      036.321189,     08.397581,  0051.083,    0044.07451,34.62943609
      060.04211,  030.02028465,  000053.0956,15.52964,  23.619399
    087.30285,  068.183875,00009.34762,00035.022523,75.37611995
  67.7390154,95.8927755,9.479215,  0085.687, 55.3868441
48.73143,20.89188737, 92.238523,   17.19261633,    00078.2991
 12.58606059,    0040.6429,     0.6038071338,71.1159328,     0058.26535
    000.03479818,  73.24397393,000078.94591,088.2477898, 000012.21337
   000015.624,     74.87153, 0024.6118, 42.62927097,21.75220341
      32.2712342,    54.84004,    091.23751,  000051.52863,  0016.538309
  092.4091,      000042.29075,      079.1240229,    07.686767133, 00060.86526
    0000054.7712,    00023.8551,    0003.28353, 000070.7111,   097.557313
  31.42116657,  000024.53432, 022.732249,      0000019.7925, 90.03633348
      68.83353353,   89.84054097,    00000084.246,   00072.5514, 58.12999123
    0003.0551,     000065.123,  0074.5041,      000053.2461,  098.39911
000010.43302,    66.23790477,      16.75603709,      0000047.774,84.466683
   003.18297,     025.59849016,    93.2585851,000040.6513,  00045.45159
063.0735,0064.7138029,015.3047,00019.958,  68.59837267
     0.738763247,  0027.163,10.004097,63.7501282,    00080.53308
      000062.339,  0000091.758,  0058.1133,  73.3764973,    0009.7671152
